TS,BOND,ANGLE,DIHED,IMPRP,ELECT,VDW,BOUNDARY,MISC,KINETIC,TOTAL,TEMP,POTENTIAL,TOTAL3,TEMPAVG
103,1390.1842,6576.5002,20910.1393,170.3234,-251.1243,-6850.5609,0.0,0.0,0.0,21945.4619,0.0,21945.4619,21945.4619,0.0
104,1701.5865,6599.6289,20868.0437,165.2157,-249.8503,-7036.5412,0.0,0.0,0.0,22048.0831,0.0,22048.0831,22048.0831,0.0
105,1365.411,6577.1199,20914.6595,171.0397,-251.252,-6831.4408,0.0,0.0,0.0,21945.5372,0.0,21945.5372,21945.5372,0.0
106,1378.6532,6576.7232,20912.2098,170.6479,-251.183,-6841.7859,0.0,0.0,0.0,21945.2653,0.0,21945.2653,21945.2653,0.0
107,1219.851,6488.3854,20878.1777,165.4298,-250.1261,-6990.7477,0.0,0.0,0.0,21510.9701,0.0,21510.9701,21510.9701,0.0
108,1157.0982,6430.6109,20846.8892,161.8881,-249.0759,-7134.0504,0.0,0.0,0.0,21213.3602,0.0,21213.3602,21213.3602,0.0
109,1189.6614,6402.7064,20818.5686,160.0008,-248.0325,-7271.8478,0.0,0.0,0.0,21051.0569,0.0,21051.0569,21051.0569,0.0
110,1315.1519,6406.2251,20793.4452,159.745,-246.9958,-7404.2447,0.0,0.0,0.0,21023.3266,0.0,21023.3266,21023.3266,0.0
111,1529.5243,6444.9984,20771.747,161.0968,-245.9658,-7531.31,0.0,0.0,0.0,21130.0907,0.0,21130.0907,21130.0907,0.0
112,1268.8644,6401.7489,20800.4788,159.6523,-247.2996,-7365.9151,0.0,0.0,0.0,21017.5296,0.0,21017.5296,21017.5296,0.0
113,1194.8362,6320.745,20782.0734,158.3063,-246.8696,-7482.2151,0.0,0.0,0.0,20726.8762,0.0,20726.8762,20726.8762,0.0
114,1230.7671,6271.154,20765.5529,157.4699,-246.4358,-7594.2603,0.0,0.0,0.0,20584.2478,0.0,20584.2478,20584.2478,0.0
115,1377.4143,6252.7598,20750.9667,157.1528,-245.998,-7702.2358,0.0,0.0,0.0,20590.0598,0.0,20590.0598,20590.0598,0.0
116,1284.6567,6258.6824,20758.5866,157.2587,-246.2345,-7644.5241,0.0,0.0,0.0,20568.4257,0.0,20568.4257,20568.4257,0.0
117,1197.6959,6168.5351,20738.8524,154.2652,-245.7286,-7788.6383,0.0,0.0,0.0,20224.9816,0.0,20224.9816,20224.9816,0.0
118,1237.2478,6121.9956,20722.2142,151.9459,-245.2245,-7924.884,0.0,0.0,0.0,20063.2951,0.0,20063.2951,20063.2951,0.0
119,1405.9548,6119.9864,20708.5537,150.3276,-244.7212,-8053.555,0.0,0.0,0.0,20086.5463,0.0,20086.5463,20086.5463,0.0
120,1285.3213,6115.8715,20716.7463,151.255,-245.0356,-7974.0301,0.0,0.0,0.0,20050.1285,0.0,20050.1285,20050.1285,0.0
121,1198.8552,5981.9039,20694.9486,145.3351,-244.7586,-8139.8344,0.0,0.0,0.0,19636.4499,0.0,19636.4499,19636.4499,0.0
122,1250.2343,5897.0795,20678.0776,140.8666,-244.462,-8293.7765,0.0,0.0,0.0,19428.0194,0.0,19428.0194,19428.0194,0.0
123,1440.2144,5862.8106,20665.9336,137.8494,-244.1443,-8436.5483,0.0,0.0,0.0,19426.1154,0.0,19426.1154,19426.1154,0.0
124,1768.9752,5882.6296,20658.3048,136.2772,-243.8045,-8568.5998,0.0,0.0,0.0,19633.7825,0.0,19633.7825,19633.7825,0.0
125,1329.6133,5873.1442,20671.3171,139.1493,-244.3029,-8367.8304,0.0,0.0,0.0,19401.0905,0.0,19401.0905,19401.0905,0.0
126,1221.4655,5798.3881,20657.0109,136.8913,-243.6884,-8501.7168,0.0,0.0,0.0,19068.3507,0.0,19068.3507,19068.3507,0.0
127,1332.2984,5791.7332,20647.4126,136.5927,-243.0634,-8625.2135,0.0,0.0,0.0,19039.7601,0.0,19039.7601,19039.7601,0.0
128,1661.6791,5857.0068,20642.1626,138.2482,-242.4276,-8738.5422,0.0,0.0,0.0,19318.127,0.0,19318.127,19318.127,0.0
129,1260.8489,5786.0232,20650.7703,136.4782,-243.3187,-8576.2501,0.0,0.0,0.0,19014.5518,0.0,19014.5518,19014.5518,0.0
130,1322.0596,5605.9191,20634.1721,131.7052,-242.6826,-8711.6174,0.0,0.0,0.0,18739.5559,0.0,18739.5559,18739.5559,0.0
131,1764.0429,5532.1893,20621.5355,129.7901,-242.0063,-8832.6682,0.0,0.0,0.0,18972.8835,0.0,18972.8835,18972.8835,0.0
132,1348.9778,5593.7349,20632.743,131.3879,-242.6168,-8724.353,0.0,0.0,0.0,18739.8739,0.0,18739.8739,18739.8739,0.0
133,1333.3652,5600.4589,20633.5422,131.5629,-242.6539,-8717.2056,0.0,0.0,0.0,18739.0697,0.0,18739.0697,18739.0697,0.0
134,1316.0904,5485.6662,20604.0224,127.5267,-241.7191,-8878.1772,0.0,0.0,0.0,18413.4094,0.0,18413.4094,18413.4094,0.0
135,1755.0055,5502.7512,20580.22,128.2534,-240.7288,-9015.4022,0.0,0.0,0.0,18710.0992,0.0,18710.0992,18710.0992,0.0
136,1339.0472,5481.1433,20601.3834,127.3848,-241.6225,-8892.9549,0.0,0.0,0.0,18414.3813,0.0,18414.3813,18414.3813,0.0
137,1323.4696,5483.9615,20603.1085,127.4725,-241.6859,-8883.2853,0.0,0.0,0.0,18413.0409,0.0,18413.0409,18413.0409,0.0
138,1322.1805,5344.4323,20570.5285,121.9011,-240.9154,-8989.8326,0.0,0.0,0.0,18128.2943,0.0,18128.2943,18128.2943,0.0
139,1557.6796,5303.2195,20541.9275,119.1363,-240.1053,-9082.158,0.0,0.0,0.0,18199.6996,0.0,18199.6996,18199.6996,0.0
140,1367.9189,5321.5741,20561.4886,120.7824,-240.6759,-9019.0817,0.0,0.0,0.0,18112.0063,0.0,18112.0063,18112.0063,0.0
141,1326.09,5259.9475,20534.8423,118.1671,-240.5265,-9097.0467,0.0,0.0,0.0,17901.4737,0.0,17901.4737,17901.4737,0.0
142,1439.1548,5255.5898,20510.807,116.6011,-240.3532,-9165.8347,0.0,0.0,0.0,17915.9647,0.0,17915.9647,17915.9647,0.0
143,1356.5757,5250.8471,20524.0484,117.3582,-240.4541,-9128.1158,0.0,0.0,0.0,17880.2595,0.0,17880.2595,17880.2595,0.0
144,1313.2029,5179.9245,20491.8902,114.1855,-239.8385,-9205.2225,0.0,0.0,0.0,17654.1421,0.0,17654.1421,17654.1421,0.0
145,1456.846,5176.3472,20463.3258,112.3406,-239.2034,-9269.6311,0.0,0.0,0.0,17700.025,0.0,17700.025,17700.025,0.0
146,1340.1708,5171.2122,20482.0186,113.4268,-239.6303,-9227.9941,0.0,0.0,0.0,17639.204,0.0,17639.204,17639.204,0.0
147,1318.659,5106.9655,20438.8226,110.0105,-239.3295,-9310.1993,0.0,0.0,0.0,17424.9288,0.0,17424.9288,17424.9288,0.0
148,1566.9762,5134.4009,20401.4623,109.2258,-238.9861,-9373.6455,0.0,0.0,0.0,17599.4335,0.0,17599.4335,17599.4335,0.0
149,1331.3353,5105.6191,20434.8121,109.8118,-239.2971,-9317.4065,0.0,0.0,0.0,17424.8747,0.0,17424.8747,17424.8747,0.0
150,1324.8369,5106.1593,20436.7541,109.9051,-239.3129,-9313.9268,0.0,0.0,0.0,17424.4158,0.0,17424.4158,17424.4158,0.0
151,1333.8474,5121.7649,20379.5487,110.3493,-237.942,-9401.0492,0.0,0.0,0.0,17306.5192,0.0,17306.5192,17306.5192,0.0
152,1851.4373,5322.6733,20333.1859,115.9168,-236.5446,-9460.848,0.0,0.0,0.0,17925.8208,0.0,17925.8208,17925.8208,0.0
153,1273.7983,5095.9205,20397.7976,109.6308,-238.4103,-9374.397,0.0,0.0,0.0,17264.3399,0.0,17264.3399,17264.3399,0.0
154,1323.1197,5001.884,20335.2346,109.7208,-237.0366,-9452.8272,0.0,0.0,0.0,17080.0953,0.0,17080.0953,17080.0953,0.0
155,1748.9651,5041.7657,20285.4375,115.9195,-235.6292,-9505.8572,0.0,0.0,0.0,17450.6013,0.0,17450.6013,17450.6013,0.0
